index,district,ward,type_of_housing,legal_paper,price
52252,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,63.46
63144,Hà Đông,La Khê,Nhà phố liền kề,Đã có sổ,74.33
22608,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,107.14
5991,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,93.02
65515,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,77.34
30937,Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,192.5
65775,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,80.0
31568,Thanh Xuân,Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,175.61
44493,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,107.41
6343,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,63.1
69309,Huyện Hoài Đức,Thị trấn Trạm Trôi,Nhà biệt thự,Đã có sổ,30.0
77418,Cầu Giấy,Yên Hoà,"Nhà mặt phố, mặt tiền",Đã có sổ,109.62
78533,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,114.55
56521,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,90.0
78215,Hai Bà Trưng,Bách Khoa,"Nhà ngõ, hẻm",Đã có sổ,66.67
53170,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,65.48
48529,Đống Đa,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,183.33
51857,Thanh Xuân,Thượng Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,125.0
27523,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,77.14
25212,Đống Đa,Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,114.17
74072,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,110.81
13394,Hà Đông,Văn Quán,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
12304,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,124.5
33714,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,42.31
45796,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,93.33
5231,Long Biên,Phúc Lợi,"Nhà mặt phố, mặt tiền",Đã có sổ,66.67
64989,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,103.13
11972,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,80.56
72769,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,90.79
67405,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,61.11
73090,Hai Bà Trưng,Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,68.75
67446,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,80.0
74280,Hai Bà Trưng,Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,296.67
46738,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,55.13
53105,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,100.0
33220,Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,96.36
63416,Huyện Thanh Trì,Xã Tân Triều,"Nhà ngõ, hẻm",Đã có sổ,90.0
56010,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,94.74
9,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,64.63
28977,Đống Đa,Thịnh Quang,"Nhà mặt phố, mặt tiền",Đã có sổ,172.73
78668,Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,128.21
11063,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,49.38
2699,Ba Đình,Thành Công,"Nhà ngõ, hẻm",Đã có sổ,105.36
6409,Hoàng Mai,Mai Động,"Nhà ngõ, hẻm",Đã có sổ,82.5
34462,Hai Bà Trưng,Lê Đại Hành,Nhà phố liền kề,Đã có sổ,218.42
13912,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,107.81
19809,Ba Đình,Vĩnh Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,52.02
6541,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,64.44
10780,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,90.67
12909,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,203.13
63311,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,84.29
42355,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,100.0
555,Tây Hồ,Phú Thượng,"Nhà ngõ, hẻm",Đã có sổ,79.73
30088,Hoàng Mai,Tân Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,82.5
48129,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,68.75
70580,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,88.89
21157,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,66.67
33775,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,72.0
81070,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,83.0
61087,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,100.0
23373,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,91.94
46032,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,90.48
8978,Cầu Giấy,Dịch Vọng Hậu,"Nhà ngõ, hẻm",Đã có sổ,70.83
65466,Cầu Giấy,Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,66.67
7431,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,123.27
29370,Hoàn Kiếm,Phan Chu Trinh,"Nhà ngõ, hẻm",Đã có sổ,340.0
11707,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,85.71
49276,Hà Đông,Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,57.89
68430,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,110.53
35772,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,88.0
77186,Hai Bà Trưng,Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,116.67
72531,Đống Đa,Quốc Tử Giám,"Nhà ngõ, hẻm",Đã có sổ,75.24
9965,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,68.57
31227,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,84.78
38688,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,59.58
63157,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đang chờ sổ,46.43
44704,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,96.0
16358,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,83.33
4928,Cầu Giấy,Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,281.25
78861,Huyện Hoài Đức,Thị trấn Trạm Trôi,Nhà biệt thự,Đã có sổ,28.57
4883,Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,86.36
62981,Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,122.22
79134,Nam Từ Liêm,Phú Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,110.0
9844,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,114.29
36704,Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,178.0
16231,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,70.97
77672,Ba Đình,Đội Cấn,"Nhà mặt phố, mặt tiền",Đã có sổ,237.84
76108,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,78.33
4275,Hà Đông,Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,65.91
61702,Cầu Giấy,Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,114.06
51899,Hoàng Mai,Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,65.0
20449,Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,44.05
23887,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,85.71
53500,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,89.29
48907,Hoàng Mai,Tương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,96.86
82446,Thanh Xuân,Nhân Chính,"Nhà mặt phố, mặt tiền",Đã có sổ,76.67
50545,Thanh Xuân,Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,100.0
45074,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,65.79
45080,Hà Đông,Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,76.47
12533,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,85.0
6436,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,38.89
36769,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,120.83
52915,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,68.57
55333,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,68.51
76973,Hoàng Mai,Thanh Trì,"Nhà mặt phố, mặt tiền",Đã có sổ,124.0
47643,Hai Bà Trưng,Bạch Mai,"Nhà ngõ, hẻm",Đã có sổ,83.33
71109,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,96.88
9651,Long Biên,Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,75.68
32282,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,88.33
18278,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,86.9
2394,Đống Đa,Thổ Quan,"Nhà ngõ, hẻm",Đã có sổ,90.0
49096,Hoàng Mai,Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,62.5
65570,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,78.0
8870,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,132.0
46330,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,48.89
40121,Đống Đa,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,195.89
79788,Hà Đông,Mộ Lao,"Nhà mặt phố, mặt tiền",Đã có sổ,263.16
25864,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,89.29
1862,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,93.48
58150,Thanh Xuân,Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,68.0
17339,Nam Từ Liêm,Phú Đô,"Nhà ngõ, hẻm",Đã có sổ,71.79
26392,Hai Bà Trưng,Quỳnh Lôi,"Nhà ngõ, hẻm",Đã có sổ,97.78
76132,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,98.18
20188,Cầu Giấy,Quan Hoa,"Nhà ngõ, hẻm",Đã có sổ,95.59
57897,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,104.0
15662,Tây Hồ,Bưởi,"Nhà ngõ, hẻm",Đã có sổ,105.77
81670,Tây Hồ,Xuân La,"Nhà mặt phố, mặt tiền",Đã có sổ,74.47
31061,Đống Đa,Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,128.13
68106,Nam Từ Liêm,Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,150.0
51814,Đống Đa,Nam Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,172.2
46608,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,64.81
22415,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,71.25
34394,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,98.33
34401,Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,80.0
18863,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,70.61
21253,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,76.19
20943,Nam Từ Liêm,Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,118.97
57581,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,71.25
9116,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,73.08
79665,Long Biên,Long Biên,"Nhà mặt phố, mặt tiền",Đã có sổ,72.37
5605,Bắc Từ Liêm,Thụy Phương,"Nhà ngõ, hẻm",Đã có sổ,63.75
5962,Nam Từ Liêm,Mỹ Đình 2,"Nhà ngõ, hẻm",Đã có sổ,85.0
60303,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,87.27
14025,Đống Đa,Khương Thượng,Nhà biệt thự,Đã có sổ,129.17
65054,Hai Bà Trưng,Bạch Đằng,"Nhà ngõ, hẻm",Đã có sổ,69.77
53583,Thanh Xuân,Thanh Xuân Nam,"Nhà mặt phố, mặt tiền",Đã có sổ,66.0
74697,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,68.42
1053,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,47.95
72569,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,115.38
26952,Long Biên,Bồ Đề,Nhà biệt thự,Đã có sổ,50.0
40240,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,78.26
16294,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,71.43
56310,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,75.0
51840,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,110.0
26119,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,73.44
7021,Hoàng Mai,Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,71.25
8317,Tây Hồ,Nhật Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,170.07
72545,Hai Bà Trưng,Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,106.25
69056,Đống Đa,Ô Chợ Dừa,"Nhà mặt phố, mặt tiền",Đã có sổ,364.29
54143,Đống Đa,Khương Thượng,"Nhà ngõ, hẻm",Đã có sổ,120.59
42373,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,99.38
74462,Hoàn Kiếm,Chương Dương,"Nhà ngõ, hẻm",Đã có sổ,96.88
50489,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,143.59
38726,Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà mặt phố, mặt tiền",Đã có sổ,56.25
76253,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,126.67
45449,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,64.06
64191,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,62.0
32488,Long Biên,Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,112.5
57020,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,22.58
28360,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,110.0
65870,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,72.73
23358,Long Biên,Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,56.67
318,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,77.5
12177,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,92.11
81954,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,70.59
69100,Đống Đa,Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,443.55
58686,Hà Đông,Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,54.69
41778,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,66.67
43463,Đống Đa,Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,161.67
27261,Bắc Từ Liêm,Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,54.62
43192,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,78.79
12195,Ba Đình,Phúc Xá,"Nhà ngõ, hẻm",Đã có sổ,73.91
55203,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,117.5
11109,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,106.67
27526,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,83.33
30595,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,88.46
9544,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,153.33
38729,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,97.06
81794,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,112.5
39423,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,71.43
36386,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,71.6
14672,Hoàng Mai,Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,33.46
6228,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,96.0
30381,Đống Đa,Hàng Bột,"Nhà mặt phố, mặt tiền",Đã có sổ,88.64
24673,Hà Đông,Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,123.75
20681,Long Biên,Long Biên,"Nhà ngõ, hẻm",Đã có sổ,69.12
50561,Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,183.33
49733,Cầu Giấy,Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,64.42
10728,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,125.93
55635,Nam Từ Liêm,Mỹ Đình 2,"Nhà mặt phố, mặt tiền",Đã có sổ,114.44
65579,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,97.22
9146,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,97.5
55118,Cầu Giấy,Nghĩa Đô,Nhà phố liền kề,Đã có sổ,103.03
62124,Tây Hồ,Nhật Tân,"Nhà ngõ, hẻm",Đã có sổ,210.53
39269,Hoàng Mai,Định Công,"Nhà ngõ, hẻm",Đã có sổ,87.5
61844,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,86.67
46297,Cầu Giấy,Yên Hoà,Nhà biệt thự,Đã có sổ,323.33
53122,Hà Đông,Phú La,Nhà phố liền kề,Đã có sổ,110.0
13899,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,79.17
45267,Hoàng Mai,Giáp Bát,"Nhà mặt phố, mặt tiền",Đã có sổ,157.14
42209,Đống Đa,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,100.0
120,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,60.0
66517,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,124.29
44775,Thanh Xuân,Thượng Đình,"Nhà ngõ, hẻm",Đã có sổ,76.36
30533,Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,80.0
20113,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,45.88
34503,Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,117.5
55050,Hoàng Mai,Thịnh Liệt,"Nhà ngõ, hẻm",Đang chờ sổ,46.43
70935,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,96.97
9716,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,86.76
74465,Long Biên,Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,98.33
52565,Cầu Giấy,Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,206.52
56980,Thanh Xuân,Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,103.23
38114,Hai Bà Trưng,Bạch Mai,Nhà phố liền kề,Đã có sổ,82.5
69622,Đống Đa,Kim Liên,"Nhà mặt phố, mặt tiền",Đã có sổ,93.94
65001,Thanh Xuân,Phương Liệt,"Nhà ngõ, hẻm",Đã có sổ,70.59
15165,Hà Đông,Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,55.0
15986,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,162.5
62536,Hà Đông,Phúc La,"Nhà mặt phố, mặt tiền",Đã có sổ,126.92
37670,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,101.39
52891,Đống Đa,Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,110.53
81246,Hà Đông,Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,78.84
17233,Hà Đông,Quang Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,96.67
34929,Thanh Xuân,Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,96.0
28933,Tây Hồ,Xuân La,"Nhà ngõ, hẻm",Đã có sổ,127.91
19092,Đống Đa,Văn Chương,"Nhà ngõ, hẻm",Đã có sổ,117.57
50769,Hà Đông,Đồng Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,65.83
43260,Đống Đa,Kim Liên,"Nhà ngõ, hẻm",Đã có sổ,105.45
8945,Ba Đình,Quán Thánh,"Nhà mặt phố, mặt tiền",Đã có sổ,388.89
36229,Thanh Xuân,Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,164.0
51819,Bắc Từ Liêm,Phúc Diễn,"Nhà ngõ, hẻm",Đã có sổ,88.71
24617,Đống Đa,Văn Miếu,"Nhà ngõ, hẻm",Đã có sổ,100.0
62501,Hai Bà Trưng,Lê Đại Hành,"Nhà ngõ, hẻm",Đã có sổ,116.67
39146,Cầu Giấy,Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,94.32
56434,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,92.5
13736,Hà Đông,La Khê,"Nhà ngõ, hẻm",Đã có sổ,61.76
9122,Hoàng Mai,Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,95.0
50150,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,105.26
8359,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,939.39
5880,Hà Đông,Văn Quán,"Nhà ngõ, hẻm",Đã có sổ,71.43
39778,Tây Hồ,Nhật Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,437.5
54460,Đống Đa,Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,94.74
32402,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,94.44
69210,Đống Đa,Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,75.41
61927,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,87.5
74270,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,218.75
23954,Long Biên,Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,79.17
31129,Thanh Xuân,Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,72.5
20396,Hà Đông,Kiến Hưng,"Nhà mặt phố, mặt tiền",Đã có sổ,81.54
79620,Hoàn Kiếm,Hàng Buồm,"Nhà mặt phố, mặt tiền",Đã có sổ,250.0
20717,Ba Đình,Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,77.78
5890,Hai Bà Trưng,Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,52.94
80058,Hai Bà Trưng,Đồng Nhân,"Nhà ngõ, hẻm",Đã có sổ,52.22
53370,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,92.5
49792,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,54.76
13068,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,71.43
35548,Hoàng Mai,Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,79.69
25574,Hoàng Mai,Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,50.98
70361,Thanh Xuân,Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,64.75
41569,Hoàng Mai,Yên Sở,"Nhà ngõ, hẻm",Đã có sổ,64.5
67492,Ba Đình,Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,96.67
17140,Đống Đa,Ngã Tư Sở,"Nhà mặt phố, mặt tiền",Đã có sổ,208.33
3493,Hai Bà Trưng,Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,70.83
11048,Hà Đông,Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,21.94
42630,Đống Đa,Văn Miếu,"Nhà mặt phố, mặt tiền",Đã có sổ,250.0
15846,Đống Đa,Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,110.58
33848,Cầu Giấy,Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,100.4
28535,Ba Đình,Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,113.64
78811,Hai Bà Trưng,Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,91.84
18675,Hoàn Kiếm,Chương Dương,"Nhà mặt phố, mặt tiền",Đã có sổ,156.25
21343,Cầu Giấy,Yên Hoà,Nhà phố liền kề,Đã có sổ,100.0
212,Thanh Xuân,Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,50.0
70850,Huyện Thanh Trì,Xã Tân Triều,"Nhà mặt phố, mặt tiền",Đã có sổ,102.42
46356,Tây Hồ,Tứ Liên,"Nhà ngõ, hẻm",Đã có sổ,82.61
4121,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,88.33
13442,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,101.43
13919,Hai Bà Trưng,Trương Định,"Nhà ngõ, hẻm",Đã có sổ,74.39
65947,Hai Bà Trưng,Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,148.0
82070,Hà Đông,Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,55.94
16743,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,86.96
64699,Hai Bà Trưng,Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,91.89
51968,Ba Đình,Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,90.74
34292,Đống Đa,Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,83.33
61566,Hà Đông,Phú La,Nhà biệt thự,Đã có sổ,100.0
59274,Long Biên,Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,70.0
